NO;ULASAN;TANGGAL;LABEL;case_folding;remove_puctuation;tokenize;stemming;stopwords;empty_token
181;Al-Ghiff kurang ke sini makin kurang enak dan daging steaknya alot. bukannya naik harga malah tambah enak malah kurang enak. terus tolong diperhatikan tadi saya makan ada staplesnya walaupun cuman satu tapi tolong diperhatikan pelayanannya;2 tahun lalu;1;al-ghiff kurang ke sini makin kurang enak dan daging steaknya alot. bukannya naik harga malah tambah enak malah kurang enak. terus tolong diperhatikan tadi saya makan ada staplesnya walaupun cuman satu tapi tolong diperhatikan pelayanannya;al ghiff kurang ke sini makin kurang enak dan daging steaknya alot  bukannya naik harga malah tambah enak malah kurang enak  terus tolong diperhatikan tadi saya makan ada staplesnya walaupun cuman satu tapi tolong diperhatikan pelayanannya;['al', 'ghiff', 'kurang', 'ke', 'sini', 'makin', 'kurang', 'enak', 'dan', 'daging', 'steaknya', 'alot', 'bukannya', 'naik', 'harga', 'malah', 'tambah', 'enak', 'malah', 'kurang', 'enak', 'terus', 'tolong', 'diperhatikan', 'tadi', 'saya', 'makan', 'ada', 'staplesnya', 'walaupun', 'cuman', 'satu', 'tapi', 'tolong', 'diperhatikan', 'pelayanannya'];['al', 'ghiff', 'kurang', 'ke', 'sini', 'makin', 'kurang', 'enak', 'dan', 'daging', 'steaknya', 'alot', 'bukan', 'naik', 'harga', 'malah', 'tambah', 'enak', 'malah', 'kurang', 'enak', 'terus', 'tolong', 'perhati', 'tadi', 'saya', 'makan', 'ada', 'staples', 'walaupun', 'cuman', 'satu', 'tapi', 'tolong', 'perhati', 'layan'];['al', 'ghiff', 'kurang', '', 'sini', 'makin', 'kurang', 'enak', '', 'daging', 'steaknya', 'alot', 'bukan', 'naik', 'harga', 'malah', 'tambah', 'enak', 'malah', 'kurang', 'enak', 'terus', '', 'perhati', 'tadi', '', 'makan', '', 'staples', 'walaupun', 'cuman', 'satu', '', '', 'perhati', 'layan'];al ghiff kurang sini makin kurang enak daging steaknya alot bukan naik harga malah tambah enak malah kurang enak terus perhati tadi makan staples walaupun cuman satu perhati layan
182;Empuk;8 bulan lalu;0;empuk;empuk;['empuk'];['empuk'];['empuk'];empuk
183;Enak murah.. makanan tidak lama ... Tempatnya nyaman...;2 tahun lalu;0;enak murah.. makanan tidak lama ... tempatnya nyaman...;enak murah   makanan tidak lama     tempatnya nyaman   ;['enak', 'murah', 'makanan', 'tidak', 'lama', 'tempatnya', 'nyaman'];['enak', 'murah', 'makan', 'tidak', 'lama', 'tempat', 'nyaman'];['enak', 'murah', 'makan', 'tidak', 'lama', 'tempat', 'nyaman'];enak murah makan tidak lama tempat nyaman
184;Enak tempatnyanyaman...makanannya enak dan murah meriah;2 tahun lalu;0;enak tempatnyanyaman...makanannya enak dan murah meriah;enak tempatnyanyaman   makanannya enak dan murah meriah;['enak', 'tempatnya', 'nyaman', 'makanannya', 'enak', 'dan', 'murah', 'meriah'];['enak', 'tempat', 'nyaman', 'makan', 'enak', 'dan', 'murah', 'riah'];['enak', 'tempat', 'nyaman', 'makan', 'enak', '', 'murah', 'riah'];enak tempat nyaman makan enak murah riah
185;Tempat luas. Rasa makanan enak dan murah;setahun yang lalu;0;tempat luas. rasa makanan enak dan murah;tempat luas  rasa makanan enak dan murah;['tempat', 'luas', 'rasa', 'makanan', 'enak', 'dan', 'murah'];['tempat', 'luas', 'rasa', 'makan', 'enak', 'dan', 'murah'];['tempat', 'luas', 'rasa', 'makan', 'enak', '', 'murah'];tempat luas rasa makan enak murah
186;Mantap betul steaknya;setahun yang lalu;0;mantap betul steaknya;mantap betul steaknya;['mantap', 'betul', 'steaknya'];['mantap', 'betul', 'steaknya'];['mantap', 'betul', 'steaknya'];mantap betul steaknya
187;Salah satu tempat makan steak yang cukup murah dan rasanya tidak mengecewakan;2 tahun lalu;0;salah satu tempat makan steak yang cukup murah dan rasanya tidak mengecewakan;salah satu tempat makan steak yang cukup murah dan rasanya tidak mengecewakan;['salah', 'satu', 'tempat', 'makan', 'steak', 'yang', 'cukup', 'murah', 'dan', 'rasanya', 'tidak', 'mengecewakan'];['salah', 'satu', 'tempat', 'makan', 'steak', 'yang', 'cukup', 'murah', 'dan', 'rasa', 'tidak', 'kecewa'];['salah', 'satu', 'tempat', 'makan', 'steak', '', 'cukup', 'murah', '', 'rasa', 'tidak', 'kecewa'];salah satu tempat makan steak cukup murah rasa tidak kecewa
188;Steak di sini murah meriah, mengenyangkan, dan enak untuk standar harga steak begitu. Buat anak muda yang sedang hemat, rekomendasi.;2 tahun lalu;0;steak di sini murah meriah, mengenyangkan, dan enak untuk standar harga steak begitu. buat anak muda yang sedang hemat, rekomendasi.;steak di sini murah meriah  mengenyangkan  dan enak untuk standar harga steak begitu  buat anak muda yang sedang hemat  rekomendasi ;['steak', 'di', 'sini', 'murah', 'meriah', 'mengenyangkan', 'dan', 'enak', 'untuk', 'standar', 'harga', 'steak', 'begitu', 'buat', 'anak', 'muda', 'yang', 'sedang', 'hemat', 'rekomendasi'];['steak', 'di', 'sini', 'murah', 'riah', 'kenyang', 'dan', 'enak', 'untuk', 'standar', 'harga', 'steak', 'begitu', 'buat', 'anak', 'muda', 'yang', 'sedang', 'hemat', 'rekomendasi'];['steak', '', 'sini', 'murah', 'riah', 'kenyang', '', 'enak', '', 'standar', 'harga', 'steak', '', 'buat', 'anak', 'muda', '', 'sedang', 'hemat', 'rekomendasi'];steak sini murah riah kenyang enak standar harga steak buat anak muda sedang hemat rekomendasi
189;Saus steak enak, lokasi strategis, harga murah tempat pun nyaman dan cocok untuk kumpul bareng kerabat;2 tahun lalu;0;saus steak enak, lokasi strategis, harga murah tempat pun nyaman dan cocok untuk kumpul bareng kerabat;saus steak enak  lokasi strategis  harga murah tempat pun nyaman dan cocok untuk kumpul bareng kerabat;['saus', 'steak', 'enak', 'lokasi', 'strategis', 'harga', 'murah', 'tempat', 'pun', 'nyaman', 'dan', 'cocok', 'untuk', 'kumpul', 'bareng', 'kerabat'];['saus', 'steak', 'enak', 'lokasi', 'strategis', 'harga', 'murah', 'tempat', 'pun', 'nyaman', 'dan', 'cocok', 'untuk', 'kumpul', 'bareng', 'kerabat'];['saus', 'steak', 'enak', 'lokasi', 'strategis', 'harga', 'murah', 'tempat', '', 'nyaman', '', 'cocok', '', 'kumpul', 'bareng', 'kerabat'];saus steak enak lokasi strategis harga murah tempat nyaman cocok kumpul bareng kerabat
190;Tempatnya enak. Harga terjangkau, tetapi sayang setiap kali aku pesan kentang lokal pasti dibilang habis. Terus steaknya tidak sebesar dahulu.... Rasa masih tetap sama...;3 tahun lalu;1;tempatnya enak. harga terjangkau, tetapi sayang setiap kali aku pesan kentang lokal pasti dibilang habis. terus steaknya tidak sebesar dahulu.... rasa masih tetap sama...;tempatnya enak  harga terjangkau  tetapi sayang setiap kali aku pesan kentang lokal pasti dibilang habis  terus steaknya tidak sebesar dahulu     rasa masih tetap sama   ;['tempatnya', 'enak', 'harga', 'terjangkau', 'tetapi', 'sayang', 'setiap', 'kali', 'aku', 'pesan', 'kentang', 'lokal', 'pasti', 'dibilang', 'habis', 'terus', 'steaknya', 'tidak', 'sebesar', 'dahulu', 'rasa', 'masih', 'tetap', 'sama'];['tempat', 'enak', 'harga', 'jangkau', 'tetapi', 'sayang', 'tiap', 'kali', 'aku', 'pesan', 'kentang', 'lokal', 'pasti', 'bilang', 'habis', 'terus', 'steaknya', 'tidak', 'besar', 'dahulu', 'rasa', 'masih', 'tetap', 'sama'];['tempat', 'enak', 'harga', 'jangkau', '', 'sayang', 'tiap', 'kali', 'aku', 'pesan', 'kentang', 'lokal', '', 'bilang', 'habis', 'terus', 'steaknya', 'tidak', 'besar', '', 'rasa', '', 'tetap', 'sama'];tempat enak harga jangkau sayang tiap kali aku pesan kentang lokal bilang habis terus steaknya tidak besar rasa tetap sama
191;Steaknya enak, suasana nyaman, rekomendasi untuk sekalian mengobrol mengobrol;setahun yang lalu;0;steaknya enak, suasana nyaman, rekomendasi untuk sekalian mengobrol mengobrol;steaknya enak  suasana nyaman  rekomendasi untuk sekalian mengobrol mengobrol;['steaknya', 'enak', 'suasana', 'nyaman', 'rekomendasi', 'untuk', 'sekalian', 'mengobrol', 'mengobrol'];['steaknya', 'enak', 'suasana', 'nyaman', 'rekomendasi', 'untuk', 'sekali', 'obrol', 'obrol'];['steaknya', 'enak', 'suasana', 'nyaman', 'rekomendasi', '', 'sekali', 'obrol', 'obrol'];steaknya enak suasana nyaman rekomendasi sekali obrol obrol
192;Harga makanan yang murah dan enak;setahun yang lalu;0;harga makanan yang murah dan enak;harga makanan yang murah dan enak;['harga', 'makanan', 'yang', 'murah', 'dan', 'enak'];['harga', 'makan', 'yang', 'murah', 'dan', 'enak'];['harga', 'makan', '', 'murah', '', 'enak'];harga makan murah enak
193;Harga tidak sesuai dengan kualitas... Rasa juga biasa saja..;2 tahun lalu;1;harga tidak sesuai dengan kualitas... rasa juga biasa saja..;harga tidak sesuai dengan kualitas    rasa juga biasa saja  ;['harga', 'tidak', 'sesuai', 'dengan', 'kualitas', 'rasa', 'juga', 'biasa', 'saja'];['harga', 'tidak', 'sesuai', 'dengan', 'kualitas', 'rasa', 'juga', 'biasa', 'saja'];['harga', 'tidak', 'sesuai', '', 'kualitas', 'rasa', '', 'biasa', ''];harga tidak sesuai kualitas rasa biasa
194;Enak. Nyaman harga terjangkau;setahun yang lalu;0;enak. nyaman harga terjangkau;enak  nyaman harga terjangkau;['enak', 'nyaman', 'harga', 'terjangkau'];['enak', 'nyaman', 'harga', 'jangkau'];['enak', 'nyaman', 'harga', 'jangkau'];enak nyaman harga jangkau
195;"Tempatnya artistik, makanannya enak, pengunjungnya ramai sekali, sampai sampai hampir tidak kebagian tempat, saking penuhnya pengunjung. Soal rasa makanan di sini, tidak kalah sama restoran bintang lima,  ""harga kaki lima rasa bintang lima""";3 tahun lalu;0;"tempatnya artistik, makanannya enak, pengunjungnya ramai sekali, sampai sampai hampir tidak kebagian tempat, saking penuhnya pengunjung. soal rasa makanan di sini, tidak kalah sama restoran bintang lima,  ""harga kaki lima rasa bintang lima""";tempatnya artistik  makanannya enak  pengunjungnya ramai sekali  sampai sampai hampir tidak kebagian tempat  saking penuhnya pengunjung  soal rasa makanan di sini  tidak kalah sama restoran bintang lima    harga kaki lima rasa bintang lima ;['tempatnya', 'artistik', 'makanannya', 'enak', 'pengunjungnya', 'ramai', 'sekali', 'sampai', 'sampai', 'hampir', 'tidak', 'kebagian', 'tempat', 'saking', 'penuhnya', 'pengunjung', 'soal', 'rasa', 'makanan', 'di', 'sini', 'tidak', 'kalah', 'sama', 'restoran', 'bintang', 'lima', 'harga', 'kaki', 'lima', 'rasa', 'bintang', 'lima'];['tempat', 'artistik', 'makan', 'enak', 'unjung', 'ramai', 'sekali', 'sampai', 'sampai', 'hampir', 'tidak', 'bagi', 'tempat', 'saking', 'penuh', 'unjung', 'soal', 'rasa', 'makan', 'di', 'sini', 'tidak', 'kalah', 'sama', 'restoran', 'bintang', 'lima', 'harga', 'kaki', 'lima', 'rasa', 'bintang', 'lima'];['tempat', 'artistik', 'makan', 'enak', 'unjung', 'ramai', 'sekali', '', '', 'hampir', 'tidak', '', 'tempat', 'saking', 'penuh', 'unjung', 'soal', 'rasa', 'makan', '', 'sini', 'tidak', 'kalah', 'sama', 'restoran', 'bintang', 'lima', 'harga', 'kaki', 'lima', 'rasa', 'bintang', 'lima'];tempat artistik makan enak unjung ramai sekali hampir tidak tempat saking penuh unjung soal rasa makan sini tidak kalah sama restoran bintang lima harga kaki lima rasa bintang lima
196;Lokasi strategis,nyaman dan banyak pilihan menu dengan harga relatif murah;setahun yang lalu;0;lokasi strategis,nyaman dan banyak pilihan menu dengan harga relatif murah;lokasi strategis nyaman dan banyak pilihan menu dengan harga relatif murah;['lokasi', 'strategis', 'nyaman', 'dan', 'banyak', 'pilihan', 'menu', 'dengan', 'harga', 'relatif', 'murah'];['lokasi', 'strategis', 'nyaman', 'dan', 'banyak', 'pilih', 'menu', 'dengan', 'harga', 'relatif', 'murah'];['lokasi', 'strategis', 'nyaman', '', 'banyak', 'pilih', 'menu', '', 'harga', 'relatif', 'murah'];lokasi strategis nyaman banyak pilih menu harga relatif murah
197;Favorit karena murah dan enak ;setahun yang lalu;0;favorit karena murah dan enak ;favorit karena murah dan enak ;['favorit', 'karena', 'murah', 'dan', 'enak'];['favorit', 'karena', 'murah', 'dan', 'enak'];['favorit', '', 'murah', '', 'enak'];favorit murah enak
198;Steaknya enak banget masih panas waktu itu saya ingin berangkat ke bogor lalu saya mampir ke sana steaknya enak banget;2 tahun lalu;0;steaknya enak banget masih panas waktu itu saya ingin berangkat ke bogor lalu saya mampir ke sana steaknya enak banget;steaknya enak banget masih panas waktu itu saya ingin berangkat ke bogor lalu saya mampir ke sana steaknya enak banget;['steaknya', 'enak', 'banget', 'masih', 'panas', 'waktu', 'itu', 'saya', 'ingin', 'berangkat', 'ke', 'bogor', 'lalu', 'saya', 'mampir', 'ke', 'sana', 'steaknya', 'enak', 'banget'];['steaknya', 'enak', 'banget', 'masih', 'panas', 'waktu', 'itu', 'saya', 'ingin', 'berangkat', 'ke', 'bogor', 'lalu', 'saya', 'mampir', 'ke', 'sana', 'steaknya', 'enak', 'banget'];['steaknya', 'enak', 'banget', '', 'panas', 'waktu', '', '', '', 'berangkat', '', 'bogor', 'lalu', '', 'mampir', '', 'sana', 'steaknya', 'enak', 'banget'];steaknya enak banget panas waktu berangkat bogor lalu mampir sana steaknya enak banget
199;Kesan pertama yang sangat menyenangkan, tempat yang bagus , pelayanan yang baik dan rasa steak yang enak bikin ketagihan .. TOP  ...;3 tahun lalu;0;kesan pertama yang sangat menyenangkan, tempat yang bagus , pelayanan yang baik dan rasa steak yang enak bikin ketagihan .. top  ...;kesan pertama yang sangat menyenangkan  tempat yang bagus   pelayanan yang baik dan rasa steak yang enak bikin ketagihan    top     ;['kesan', 'pertama', 'yang', 'sangat', 'menyenangkan', 'tempat', 'yang', 'bagus', 'pelayanan', 'yang', 'baik', 'dan', 'rasa', 'steak', 'yang', 'enak', 'bikin', 'ketagihan', 'top'];['kesan', 'pertama', 'yang', 'sangat', 'senang', 'tempat', 'yang', 'bagus', 'layan', 'yang', 'baik', 'dan', 'rasa', 'steak', 'yang', 'enak', 'bikin', 'tagih', 'top'];['kesan', 'pertama', '', 'sangat', 'senang', 'tempat', '', 'bagus', 'layan', '', 'baik', '', 'rasa', 'steak', '', 'enak', 'bikin', 'tagih', 'top'];kesan pertama sangat senang tempat bagus layan baik rasa steak enak bikin tagih top
200;enak banget!!! suka yang original :));2 tahun lalu;0;enak banget!!! suka yang original :));enak banget    suka yang original    ;['enak', 'banget', 'suka', 'yang', 'original'];['enak', 'banget', 'suka', 'yang', 'original'];['enak', 'banget', 'suka', '', 'original'];enak banget suka original
201;Saya suka sekali makan di sini daging steaknya empuk minumannya ada berbagai macam dan enak harganya pun terjangkau tetapi bumbunya kurang berasa di lidah terus tempatnya ramai sekali;4 tahun lalu;0;saya suka sekali makan di sini daging steaknya empuk minumannya ada berbagai macam dan enak harganya pun terjangkau tetapi bumbunya kurang berasa di lidah terus tempatnya ramai sekali;saya suka sekali makan di sini daging steaknya empuk minumannya ada berbagai macam dan enak harganya pun terjangkau tetapi bumbunya kurang berasa di lidah terus tempatnya ramai sekali;['saya', 'suka', 'sekali', 'makan', 'di', 'sini', 'daging', 'steaknya', 'empuk', 'minumannya', 'ada', 'berbagai', 'macam', 'dan', 'enak', 'harganya', 'pun', 'terjangkau', 'tetapi', 'bumbunya', 'kurang', 'berasa', 'di', 'lidah', 'terus', 'tempatnya', 'ramai', 'sekali'];['saya', 'suka', 'sekali', 'makan', 'di', 'sini', 'daging', 'steaknya', 'empuk', 'minum', 'ada', 'bagai', 'macam', 'dan', 'enak', 'harga', 'pun', 'jangkau', 'tetapi', 'bumbu', 'kurang', 'asa', 'di', 'lidah', 'terus', 'tempat', 'ramai', 'sekali'];['', 'suka', 'sekali', 'makan', '', 'sini', 'daging', 'steaknya', 'empuk', 'minum', '', 'bagai', 'macam', '', 'enak', 'harga', '', 'jangkau', '', 'bumbu', 'kurang', 'asa', '', 'lidah', 'terus', 'tempat', 'ramai', 'sekali'];suka sekali makan sini daging steaknya empuk minum bagai macam enak harga jangkau bumbu kurang asa lidah terus tempat ramai sekali
202;Untuk rasa steak cukup enak dalam kelasnya dengan harga yang terjangkau dan murah. Tetapi, pelayanannya tidak memuaskan. Respons lambat bahkan ada beberapa pelayan yang tidak ramah.;3 tahun lalu;0;untuk rasa steak cukup enak dalam kelasnya dengan harga yang terjangkau dan murah. tetapi, pelayanannya tidak memuaskan. respons lambat bahkan ada beberapa pelayan yang tidak ramah.;untuk rasa steak cukup enak dalam kelasnya dengan harga yang terjangkau dan murah  tetapi  pelayanannya tidak memuaskan  respons lambat bahkan ada beberapa pelayan yang tidak ramah ;['untuk', 'rasa', 'steak', 'cukup', 'enak', 'dalam', 'kelasnya', 'dengan', 'harga', 'yang', 'terjangkau', 'dan', 'murah', 'tetapi', 'pelayanannya', 'tidak', 'memuaskan', 'respons', 'lambat', 'bahkan', 'ada', 'beberapa', 'pelayan', 'yang', 'tidak', 'ramah'];['untuk', 'rasa', 'steak', 'cukup', 'enak', 'dalam', 'kelas', 'dengan', 'harga', 'yang', 'jangkau', 'dan', 'murah', 'tetapi', 'layan', 'tidak', 'muas', 'respons', 'lambat', 'bahkan', 'ada', 'beberapa', 'layan', 'yang', 'tidak', 'ramah'];['', 'rasa', 'steak', 'cukup', 'enak', '', 'kelas', '', 'harga', '', 'jangkau', '', 'murah', '', 'layan', 'tidak', 'muas', 'respons', 'lambat', 'bahkan', '', 'beberapa', 'layan', '', 'tidak', 'ramah'];rasa steak cukup enak kelas harga jangkau murah layan tidak muas respons lambat bahkan beberapa layan tidak ramah
203;Restoran steak paling enak di cirebon. Harga juga sangat cocok untuk kantong mahasiswa.;2 tahun lalu;0;restoran steak paling enak di cirebon. harga juga sangat cocok untuk kantong mahasiswa.;restoran steak paling enak di cirebon  harga juga sangat cocok untuk kantong mahasiswa ;['restoran', 'steak', 'paling', 'enak', 'di', 'cirebon', 'harga', 'juga', 'sangat', 'cocok', 'untuk', 'kantong', 'mahasiswa'];['restoran', 'steak', 'paling', 'enak', 'di', 'cirebon', 'harga', 'juga', 'sangat', 'cocok', 'untuk', 'kantong', 'mahasiswa'];['restoran', 'steak', 'paling', 'enak', '', 'cirebon', 'harga', '', 'sangat', 'cocok', '', 'kantong', 'mahasiswa'];restoran steak paling enak cirebon harga sangat cocok kantong mahasiswa
204;Makanannya murah dengan rasa yang lumayan...ada wifi...tetapi sayang tempat salatnya kecil cewek cowok campur...;3 tahun lalu;0;makanannya murah dengan rasa yang lumayan...ada wifi...tetapi sayang tempat salatnya kecil cewek cowok campur...;makanannya murah dengan rasa yang lumayan   ada wifi   tetapi sayang tempat salatnya kecil cewek cowok campur   ;['makanannya', 'murah', 'dengan', 'rasa', 'yang', 'lumayan', 'ada', 'wifi', 'tetapi', 'sayang', 'tempat', 'salatnya', 'kecil', 'cewek', 'cowok', 'campur'];['makan', 'murah', 'dengan', 'rasa', 'yang', 'lumayan', 'ada', 'wifi', 'tetapi', 'sayang', 'tempat', 'salat', 'kecil', 'cewek', 'cowok', 'campur'];['makan', 'murah', '', 'rasa', '', 'lumayan', '', 'wifi', '', 'sayang', 'tempat', 'salat', 'kecil', 'cewek', 'cowok', 'campur'];makan murah rasa lumayan wifi sayang tempat salat kecil cewek cowok campur
205;Makanan enak cuman sikap ke pelanggan tolong  diperbaiki begitu amat;2 tahun lalu;0;makanan enak cuman sikap ke pelanggan tolong  diperbaiki begitu amat;makanan enak cuman sikap ke pelanggan tolong  diperbaiki begitu amat;['makanan', 'enak', 'cuman', 'sikap', 'ke', 'pelanggan', 'tolong', 'diperbaiki', 'begitu', 'amat'];['makan', 'enak', 'cuman', 'sikap', 'ke', 'langgan', 'tolong', 'baik', 'begitu', 'amat'];['makan', 'enak', 'cuman', 'sikap', '', 'langgan', '', 'baik', '', ''];makan enak cuman sikap langgan baik
206;Tempat nyaman steak enak wifi gratis;setahun yang lalu;0;tempat nyaman steak enak wifi gratis;tempat nyaman steak enak wifi gratis;['tempat', 'nyaman', 'steak', 'enak', 'wifi', 'gratis'];['tempat', 'nyaman', 'steak', 'enak', 'wifi', 'gratis'];['tempat', 'nyaman', 'steak', 'enak', 'wifi', 'gratis'];tempat nyaman steak enak wifi gratis
207;Tempat lesehan dan tingkat. Parkir sempit. Steaknya enak, lezat dan nikmat 100% halal. Harga murah cocok untuk kalangan mahasiswa, keluarga, reuni dan pasangan.;2 tahun lalu;0;tempat lesehan dan tingkat. parkir sempit. steaknya enak, lezat dan nikmat 100% halal. harga murah cocok untuk kalangan mahasiswa, keluarga, reuni dan pasangan.;tempat lesehan dan tingkat  parkir sempit  steaknya enak  lezat dan nikmat   halal  harga murah cocok untuk kalangan mahasiswa  keluarga  reuni dan pasangan ;['tempat', 'lesehan', 'dan', 'tingkat', 'parkir', 'sempit', 'steaknya', 'enak', 'lezat', 'dan', 'nikmat', 'halal', 'harga', 'murah', 'cocok', 'untuk', 'kalangan', 'mahasiswa', 'keluarga', 'reuni', 'dan', 'pasangan'];['tempat', 'leseh', 'dan', 'tingkat', 'parkir', 'sempit', 'steaknya', 'enak', 'lezat', 'dan', 'nikmat', 'halal', 'harga', 'murah', 'cocok', 'untuk', 'kalang', 'mahasiswa', 'keluarga', 'reuni', 'dan', 'pasang'];['tempat', 'leseh', '', 'tingkat', 'parkir', 'sempit', 'steaknya', 'enak', 'lezat', '', 'nikmat', 'halal', 'harga', 'murah', 'cocok', '', 'kalang', 'mahasiswa', 'keluarga', 'reuni', '', 'pasang'];tempat leseh tingkat parkir sempit steaknya enak lezat nikmat halal harga murah cocok kalang mahasiswa keluarga reuni pasang
